wdid,icrsra,icrsdec,spectype,teff,logg,Dpc
EGGR 579,18 20 30.94,12 39 22.15,DA,6340.0,7.52,40.8
EGGR 58,08 20 01.09,38 34 31.43,DA,7598.0,8.044,44.50
EGGR 580,19 00 17.35,39 22 31.51,DA,9434.0,8.012,44.34
EGGR 581,21 10 50.13,-21 29 31.45,DA,5984.0,8.071,31.86
EGGR 582,21 38 46.50,23 09 23.42,DA,10391.0,8.034,41.68
EGGR 583,21 49 54.87,28 16 58.38,DB,11808.0,8.032,34.75
EGGR 584,22 14 08.51,37 27 06.56,DCP,6424.0,8.467,29.19
EGGR 64,09 16 40.76,43 59 37.29,DA,8671.0,8.017,33.53
EGGR 67,09 46 39.07,43 54 56.83,DA,13955.0,7.561,32.03
EGGR 69,09 57 48.03,24 32 50.52,DA,8488.0,8.055,27.56
EGGR 7,01 03 50.27,05 04 34.27,DA,8064.0,7.538,22.02
EGGR 70,10 33 42.39,-11 41 38.79,DA,25388.0,7.938,35.72
EGGR 75,11 07 42.36,59 58 26.99,DA,17765.0,8.093,34.49
EGGR 76,11 07 59.89,-05 09 33.12,DAH,15703.0,7.918,24.82
EGGR 84,11 50 19.81,25 18 31.03,DA,9997.0,7.976,50.39
EGGR 85,11 56 43.47,18 22 19.65,DC,7341.0,8.045,26.75
EGGR 89,12 17 32.61,32 05 11.13,DC,7067.0,8.133,44.84
EGGR 904,08 56 18.91,16 11 03.25,DBAH,16984.0,8.217,72.12
EGGR 906,22 31 45.43,14 11 13.26,DBA,14149.0,7.994,83.05
EGGR 909,23 12 46.60,17 51 58.99,DB,15170.0,8.37,76.26
EGGR 92,12 47 14.32,14 42 33.25,DA,10482.0,7.956,60.99
EGGR 94,12 59 46.27,27 34 05.32,DAZ,8586.0,8.047,32.98
FBS 0315-012,03 18 13.33,-01 07 11.80,DA,13026.0,7.215,70.20
FBS 0808+435,08 11 31.96,43 23 12.73,DA,21195.0,8.517,68.85
FBS 1103+619,11 06 59.36,61 39 24.77,DC,9879.0,8.011,63.25
FBS 1322+627,13 24 35.07,62 26 36.98,DA,10024.0,8.019,63.29
Feige 22,02 30 16.71,05 15 50.30,DA,18372.0,7.849,26.52
Feige 4,00 20 01.86,13 52 47.92,DB,18146.0,8.18,79.26
Feige 45,11 36 13.98,29 01 29.48,DA,22466.0,7.912,77.35
G 102-37,05 52 43.55,10 11 00.91,DC,10000.0,,36.88
G 134-22,02 16 59.27,42 57 55.90,DA,5409.0,8.001,20.53
G 150-43,13 49 44.30,27 55 22.87,DA,7240.0,8.392,29.99
G 158-134,00 08 21.91,-14 35 02.77,DA,6534.0,7.499,60.75
G 160-51,04 12 26.63,-11 17 47.87,DAH,7474.0,7.634,35.12
G 163-28,10 57 47.89,-04 13 32.72,DZ,6949.0,8.225,36.35
G 172-19,00 43 48.96,46 16 21.15,DA+M?,,,35.19
G 175-34B,04 31 15.33,58 58 10.13,DC,7011.0,8.098,5.52
G 216-B14B,23 01 05.44,40 56 12.38,DA,9555.0,8.073,70.76
G 233-2,22 11 54.37,56 49 48.83,DA,16833.0,8.073,37.83
G 250-27,06 53 50.11,63 55 51.68,DA,6066.0,8.05,27.80
G 261-43B,21 26 57.97,73 38 37.80,DC,6000.0,8.39,22.27
G 272-55,01 37 15.10,-17 27 27.82,DA4.5,11329.0,8.013,45.83
G 274-95,01 47 43.81,-27 11 41.54,DA,6764.0,7.988,35.35
G 3-18B,01 48 14.87,12 02 46.31,D,,,61.99
G 34-49,01 45 19.78,23 17 52.22,DQ,7468.0,7.922,61.19
G234-052,08 59 41.35,60 16 29.72,DCe+M2V,,,41.57
GALEX 2679195419571914641,16 54 40.89,57 42 16.56,DA,8884.0,7.755,56.98
GALEX 2683206442285009810,08 15 09.81,53 39 12.31,DA,9348.0,8.421,76.23
GALEX 2693902448450342235,08 56 49.62,25 34 40.76,DAH,11325.0,8.545,92.17
GALEX 2693937650002298542,09 11 56.15,13 54 36.36,DA,9390.0,8.055,77.77
GALEX J045219.3+251935,04 52 19.37,25 19 32.23,DA,20966.75759929252,8.173625755406837,51.58
GALEX J081237.8+173701,08 12 37.89,17 37 00.03,DA,16272.0,8.076,27.04
GD 1,00 05 01.42,40 03 35.82,DZA,8979.0,8.048,64.11
GD 117,10 22 34.68,46 00 58.88,DA,7764.0,7.499,68.93
GD 1192,23 35 36.72,-16 17 45.93,DA,13507.0,7.973,24.34
GD 12,01 10 12.04,27 01 02.26,DA,14428.0,8.015,56.17
GD 1212,23 38 50.77,-07 41 20.33,DA,10873.0,8.009,18.66
GD 122,10 32 05.74,32 40 05.12,DBAZ,12305.0,7.954,74.78
GD 123,10 36 25.26,46 08 29.33,DA+M,30260.0,7.9,77.93
GD 1234,23 44 20.15,-16 10 46.66,DA,12006.0,7.835,80.35
GD 124,10 48 32.63,-02 01 13.06,DB,13987.0,8.023,72.26
GD 125,10 54 43.14,27 06 56.50,DA,22502.0,8.388,37.75
GD 127,11 05 15.08,00 16 26.58,DA,13070.0,8.261,46.95
GD 129,11 11 20.55,47 18 25.00,DA,12548.0,8.261,48.32
GD 13,01 29 42.79,42 28 17.38,DA,23128.0,7.899,83.27
GD 131,11 17 45.79,03 04 53.94,DA3.5,13805.0,7.892,66.18
GD 133,11 19 12.29,02 20 33.54,DAZ,12206.0,8.045,38.24
GD 1363,01 29 56.11,-30 55 11.89,DB,11259.0,7.965,55.81
GD 138,11 33 47.21,33 01 20.84,DA,9053.0,8.549,44.26
GD 140,11 37 04.92,29 47 58.09,DA,21827.0,8.548,15.69
GD 1400,01 47 21.90,-21 56 51.78,DA,11386.0,8.171,46.25
GD 142,11 44 46.21,36 41 49.40,DA,13382.0,7.144,89.83
GD 1442,02 07 40.92,-30 10 58.30,DA,18333.0,8.008,87.82
GD 148,12 34 56.37,47 37 31.20,DA,14783.0,7.946,44.95
GD 151,12 52 23.20,17 56 55.01,DA,19809.0,7.879,92.63
GD 153,12 57 02.28,22 01 49.39,DA,46171.0,7.941,68.53
GD 154,13 09 57.38,35 09 47.54,DA,11026.0,8.028,48.01
GD 163,14 10 26.96,32 08 31.86,DA,16644.0,7.848,42.38
GD 165,14 24 38.92,09 17 11.77,DA,12392.0,8.062,33.34
GD 17,01 49 34.52,24 00 46.86,DZA,8762.0,8.086,43.68
GD 1706,23 53 03.77,-24 32 03.50,DA,30556.0,8.412,87.75
GD 175,15 05 49.09,-07 14 41.25,DAH,6668.0,8.001,26.97
GD 176,15 10 28.88,-10 45 19.09,DA,9780.0,7.494,59.29
GD 178,15 11 27.42,32 04 18.90,DA,14732.0,8.094,34.15
GD 18,01 52 59.14,01 00 15.44,DA,11002.0,7.945,86.60
GD 184,15 32 10.07,13 56 13.12,DA+DQ,7761.0,7.311,70.15
GD 185,15 34 05.93,-02 27 10.32,DA,18840.0,7.995,41.67
GD 186,15 33 49.25,18 18 52.42,DA,11944.0,7.907,87.55
GD 187,15 40 33.15,33 08 53.85,DA,8813.0,8.059,29.56
GD 189,15 42 14.31,-03 41 31.87,DA,9651.0,7.461,53.13
GD 190,15 44 19.46,18 06 41.78,DB,20780.0,8.015,64.67
GD 193,15 52 00.87,19 57 50.45,DC,9823.0,7.962,58.58
GD 194,15 52 26.20,18 10 20.56,DA,14734.0,8.41,36.87
GD 196,16 13 02.14,16 31 52.44,DA,14835.0,7.937,79.28
GD 198,16 15 24.01,-11 18 31.64,DB,23420.0,7.96,92.59
GD 202,16 38 40.43,15 54 15.39,DA,12979.0,8.038,64.72
GD 205,17 11 55.67,23 00 58.84,DBAZ,19465.0,8.029,65.61
GD 215,18 43 25.58,04 20 23.93,DA,8797.0,8.108,24.88
GD 219,19 21 40.38,14 40 40.19,DA,15162.0,8.151,19.88
GD 222,19 38 28.12,32 53 17.57,DA,20629.0,7.894,40.87
GD 226,20 02 12.73,06 07 34.93,DA,10490.0,8.034,73.84
GD 229,20 12 22.31,31 13 50.36,DBH,23226.0,9.078,30.76
GD 230,20 32 03.08,18 31 15.33,DA,12616.0,7.902,97.32
GD 232,21 01 16.63,18 20 54.60,DA,16800.0,7.945,65.87
GD 233,21 33 35.11,-04 32 23.89,DBA2.9,17271.0,7.972,53.03
GD 234,21 36 36.01,22 04 33.37,DA,16720.0,7.933,49.62
GD 235,21 41 28.53,11 46 22.32,DA,15402.0,7.947,87.00
GD 236,22 29 08.38,06 22 45.81,DA,15536.0,7.713,62.10
GD 243,22 55 47.51,-06 00 50.66,DBA3.0,16839.0,7.919,67.80
GD 244,22 56 46.36,12 52 50.45,DA,11371.0,7.982,62.57
GD 246,23 12 21.77,10 47 03.95,DA,53608.0,7.774,75.17
GD 248,23 26 06.54,16 00 17.43,DC,9610.0,7.957,33.79
GD 25,02 16 16.13,39 51 23.86,DA,9203.0,8.349,20.33
GD 256,01 56 30.13,29 55 30.80,DA,15270.0,7.99,47.07
GD 262,08 09 46.37,29 20 31.06,DA,7021.0,8.08,32.24
GD 267,12 59 50.27,04 31 24.75,DA,21753.0,7.956,75.80
GD 269,13 33 17.49,03 21 00.51,DA,17431.0,7.921,94.40
GD 273,01 06 20.63,56 04 55.73,DA,13257.0,8.017,69.04
GD 275,01 18 53.89,52 27 13.13,DA,10402.0,7.966,54.57
GD 279,01 52 02.97,47 00 08.60,DA,14293.0,7.999,16.51
GD 282,02 08 40.47,55 25 30.00,DA,17330.0,8.13,85.42
GD 283,02 35 31.09,57 15 23.97,DA,12658.0,8.047,26.66
GD 290,05 47 56.61,57 59 21.76,DA,9718.0,8.03,45.40
GD 295,08 13 42.30,23 20 23.02,DA,15904.0,8.006,94.59
GD 296,09 22 52.05,52 44 44.50,DA,13438.0,7.985,88.89
GD 30,02 33 40.10,34 33 22.50,DA,15270.0,7.98,97.80
GD 301,10 03 56.10,54 01 03.09,DA,9606.0,7.983,98.16
GD 303,10 14 37.26,56 48 31.11,DBA,16500.0,7.919,54.56
GD 304,10 37 43.56,48 57 20.55,DA,20545.0,8.161,78.58
GD 305,11 11 07.66,56 04 35.02,DA,8984.0,7.817,80.65
GD 306,11 24 31.26,50 33 32.34,DA,13813.0,7.897,66.08
GD 307,11 25 18.62,54 19 34.49,DA,14570.0,7.917,68.97
GD 308,11 25 41.54,42 23 34.42,DA,9512.0,8.187,56.71
GD 309,11 26 52.72,59 19 16.23,DA,10364.0,8.632,25.43
GD 31,02 34 07.99,-05 11 37.86,DA,12634.0,8.554,24.01
GD 310,11 29 10.79,38 08 51.54,DA,26193.0,8.024,85.14
GD 311,11 35 34.30,57 24 50.11,DQ,7307.0,7.358,58.21
GD 312,11 51 41.88,40 47 14.78,DA,14739.0,7.967,93.26
GD 317,12 32 26.04,41 29 19.48,DA,18588.0,7.966,93.69
GD 32,02 40 50.25,31 42 54.92,DA,7228.0,8.076,33.06
GD 321,12 58 04.21,50 14 45.57,DA,8243.0,8.12,50.10
GD 322,13 00 35.28,59 04 16.74,DA,14842.0,7.997,64.53
GD 325,13 36 01.61,48 28 45.56,DB,14480.0,7.921,36.86
GD 330,14 03 43.46,52 06 48.58,DA,7370.0,7.997,42.45
GD 335,14 22 04.29,34 54 57.14,DBA,12634.0,8.27,94.28
GD 340,15 09 38.67,63 32 23.89,DA,10318.0,7.954,34.83
GD 343,15 19 49.25,63 29 54.43,DA,20046.0,9.17,55.48
GD 344,15 27 14.51,43 13 00.83,DA,12045.0,7.959,94.59
GD 347,15 36 15.97,50 13 48.07,DA,8736.0,7.24,68.21
GD 348,15 37 44.14,65 01 51.42,DA,9480.0,7.985,28.85
GD 352,15 51 09.75,62 27 21.88,DQ,7822.0,7.935,55.61
GD 353,15 55 33.82,50 25 47.65,DA,6187.0,8.064,30.53
GD 356,16 40 56.93,53 41 06.27,DAHe,7743.0,8.27,20.14
GD 357,16 43 02.30,38 41 19.84,DA,15688.0,8.066,46.01
GD 358,16 47 18.19,32 28 33.27,DB,18811.0,7.806,43.02
GD 359,17 07 51.88,35 32 40.58,DAH,22332.0,8.871,75.23
GD 362,17 31 34.35,37 05 17.24,DAZB,9825.0,7.99,56.13
GD 363,17 38 35.62,41 52 34.07,DA,19747.0,7.794,89.83
GD 366,17 48 27.11,45 03 27.17,DC,8685.0,8.264,29.91
GD 372,18 04 23.39,21 21 01.60,DA,13249.0,7.712,87.10
GD 375,18 11 40.87,28 29 36.42,DA,17048.0,7.845,73.05
GD 378,18 23 37.01,41 04 04.32,DBAZ,15453.0,7.919,43.62
GD 390,20 27 25.23,48 58 20.31,DA,10900.0,8.13,58.43
GD 391,20 29 56.38,39 13 33.66,DA2.0,25702.0,7.974,40.05
GD 392,21 00 21.68,34 26 22.74,DBA4.6,11064.0,8.098,52.33
GD 393,21 00 31.22,50 51 16.12,DA,9622.0,8.063,34.03
GD 394,21 12 44.19,50 06 17.62,DA,39660.0,7.88,50.30
GD 395,21 34 24.36,36 55 18.07,DA,7556.0,8.123,39.44
GD 397,21 52 02.99,37 26 20.78,DA,11328.0,8.089,47.12
GD 398,21 52 29.82,34 07 44.04,DA,18660.0,7.94,70.41
GD 40,03 02 53.01,-01 08 34.37,DBZA,14430.0,7.7,65.10
GD 401,22 18 00.99,39 08 40.53,DZ,8354.0,7.999,48.17
GD 402,22 18 51.38,48 39 28.29,DA,7206.0,7.762,39.58
GD 405,23 16 44.07,47 27 16.17,DA,13731.0,8.411,71.15
GD 406,23 30 40.98,51 21 50.84,DBA,13959.0,8.023,52.48
GD 408,00 05 07.52,73 13 11.34,DBZA,13700.0,8.073,34.50
GD 419,01 41 27.65,83 35 00.19,DA,19004.0,8.046,27.10
GD 420,01 41 22.24,77 08 58.28,DA,11599.0,7.115,74.75
GD 421,01 51 10.67,67 39 31.25,DA,25724.0,7.449,99.77
GD 422,02 04 39.58,75 38 17.32,DA,13740.0,7.96,61.85
GD 426,03 06 16.83,62 22 20.66,DA,11033.0,8.127,38.13
GD 429,04 21 28.26,70 14 17.47,DA,11383.0,7.466,54.64
GD 43,03 15 51.13,22 12 23.70,DA,17174.0,7.924,96.50
GD 433,05 20 14.40,75 41 40.90,DA,14130.0,7.88,86.31
GD 435,05 24 59.36,77 14 13.55,DBA,13150.0,8.13,73.80
GD 44,03 16 42.24,39 32 20.25,DC,8749.0,8.074,37.86
GD 446,07 03 25.83,62 22 47.91,DA,15816.0,7.914,81.71
GD 45,03 19 42.82,34 42 20.79,DA,14938.0,7.63,48.95
GD 457,08 15 33.76,64 18 19.17,DA,13687.0,7.864,58.31
GD 462,10 09 36.12,63 58 36.02,DA,20305.0,8.006,39.40
GD 466,11 05 55.69,74 36 39.16,DA,19777.0,8.352,51.87
GD 47,03 41 54.68,-03 22 38.80,DA,11804.0,8.01,51.70
GD 484,13 01 21.52,67 13 07.79,DA,6666.0,8.255,30.81
GD 5,00 11 22.39,42 40 37.29,DA,7079.0,7.99,23.43
GD 50,03 48 50.28,-00 58 34.90,DA,37535.0,9.099,31.04
GD 51,03 50 14.81,-13 35 12.57,DA,14250.0,7.76,67.77
GD 515,16 54 28.77,63 39 19.73,DA,15789.0,7.901,85.43
GD 518,16 59 15.10,66 10 35.26,DA,11422.0,8.826,64.60
GD 52,03 52 00.13,34 07 26.98,DA,13719.0,8.38,42.34
GD 524,17 28 56.02,55 58 26.30,DQA,14331.0,8.896,47.08
GD 525,17 36 08.48,61 02 28.82,DA,15492.0,7.936,77.71
GD 530,18 20 16.53,70 53 25.26,DA,11410.0,8.58,76.87
GD 533,19 18 11.39,72 37 25.10,DA,19597.0,7.837,82.85
GD 54,03 54 41.12,05 23 18.20,DA,10188.0,7.963,82.09
GD 544,20 11 05.43,61 32 43.66,DA,13750.0,7.96,64.34
GD 547,21 17 18.59,67 44 52.04,DA,14060.0,8.07,82.40
GD 548,21 20 42.17,58 19 21.13,DA,8159.0,8.032,38.76
GD 557,23 15 26.26,68 31 24.02,DA,8922.0,8.146,43.60
GD 559,23 21 16.89,69 26 22.30,DA,16767.0,7.788,62.21
GD 56,04 11 02.17,-03 58 24.64,DA,14211.0,7.964,71.57
GD 575,00 03 11.12,-18 22 00.74,DA,15219.0,7.965,99.04
GD 59,04 14 58.30,06 40 07.22,DA,12070.0,8.04,53.21
GD 60,04 20 11.32,33 35 34.22,DA,16625.0,7.864,72.71
GD 603,00 21 13.15,-33 42 27.62,DA,22160.0,8.508,65.56
GD 61,04 38 39.38,41 09 30.60,DBZA,15680.0,8.0424,53.91
GD 64,04 57 22.57,41 55 53.06,DA,14268.0,7.787,38.11
GD 659,00 53 17.39,-32 59 56.08,DA,35978.0,7.969,59.18
GD 66,05 20 38.39,30 48 21.97,DA,16268.0,7.85,57.10
GD 661,00 54 35.51,-24 43 54.52,DA,13760.0,8.0,96.10
GD 662,00 54 55.82,-14 26 08.12,DA,25938.0,8.408,73.79
GD 683,01 08 20.72,-35 34 42.53,DA,30466.0,8.039,93.55
GD 685,01 09 33.09,-19 01 18.70,DA,14385.0,7.957,94.66
GD 69,05 36 20.02,41 29 56.20,DA,7399.0,7.237,32.15
GD 71,05 52 27.70,15 53 10.46,DA,16692.0,7.052,51.11
GD 72,06 10 00.24,28 14 26.06,DA,16538.0,7.839,57.06
GD 73,06 13 46.63,20 50 28.28,DA+DQ,8033.0,7.161,57.98
GD 74,06 29 04.36,41 30 44.09,DA,17610.0,8.07,58.41
GD 77,06 41 12.80,47 44 16.92,DA,13706.889469893562,8.2333946702588,40.21
GD 80,06 54 13.88,-02 09 22.14,DA1.7,29524.0,8.131,87.70
GD 83,07 13 21.46,21 34 04.74,DA,10269.0,7.947,45.58
GD 84,07 18 01.73,45 47 50.18,DC,9935.0,8.048,35.49
GD 85,07 19 59.61,40 21 20.48,DB,16624.0,7.971,60.05
GD 86,07 34 27.25,48 41 12.19,DA,14094.0,8.6,32.51
GD 89,07 47 25.74,44 08 45.68,DA,14704.0,8.42,38.33
GD 9,01 01 02.33,-04 11 10.05,DA,16818.53042489965,8.0326251554087,72.14
GD 90,08 19 46.22,37 31 26.29,DAH,11575.793259853508,8.31568731210564,49.47
GD 93,08 44 57.73,45 36 29.97,DA,8529.0,7.454,60.80
GD 94,08 45 24.76,38 01 53.23,DA,8060.0,7.996,40.34
GD 953,01 20 58.81,-16 22 47.30,DA,14677.0,8.074,77.80
GD 976,01 31 39.41,-20 19 58.43,DA,20227.0,8.018,84.37
GD 98,08 57 30.49,40 16 10.00,DA,22518.0,7.967,72.43
GD 984,01 34 24.11,-16 07 07.68,DA+dM,52869.0,7.825,94.35
GJ 1004,00 12 13.97,50 25 11.91,DA,6483.0,8.237,10.87
GJ 1015 B,00 41 22.64,55 50 07.23,DQ,10487.0,8.019,22.90
GJ 1039,01 25 24.75,-26 00 52.84,DC,6941.0,8.227,16.57
GJ 1042,02 11 22.27,39 55 13.51,DAZ,7196.0,7.933,17.17
GJ 1052,02 46 31.04,-02 27 31.31,DAZ,6727.0,8.135,21.47
GJ 1060 A,03 28 49.66,-27 18 54.08,DA,8605.0,7.408,22.97
GJ 1086,05 51 19.60,-00 10 17.48,DQH,6228.0,8.161,11.22
GJ 1098,07 33 30.98,64 09 23.31,DA,5140.0,7.824,19.97
GJ 1102 A,07 50 14.81,07 11 20.40,DC,4280.0,7.783,18.19
GJ 1102 B,07 50 15.57,07 11 08.45,DC,4680.0,7.894,18.15
GJ 1112,08 30 39.27,32 41 38.80,DA,7487.0,8.459,22.39
GJ 1133,10 23 09.78,63 27 45.04,DA,6801.0,8.033,15.94
GJ 1179 B,13 48 01.28,23 34 48.44,DC,4576.0,7.767,11.86
GJ 1201,16 27 53.38,09 12 08.49,DA,6800.0,8.34,25.09
GJ 1211,17 08 07.95,02 57 30.72,DZ,6720.0,8.242,17.85
GJ 1221,17 48 03.87,70 52 53.67,DXP,5137.0,8.06,6.21
GJ 1228,18 30 19.78,54 47 31.81,DXP,6711.0,8.473,17.04
GJ 1234,19 18 58.67,38 43 17.45,DC,6310.0,8.176,11.87
GJ 1260,21 13 46.05,26 21 27.23,DA,8201.0,7.497,31.69
GJ 1275,22 51 24.56,29 39 46.65,DA,5677.0,7.67,19.98
GJ 1276,22 53 56.06,-06 47 05.39,DZ,4263.0,8.047,8.54
GJ 2010,00 37 25.00,-20 53 42.53,DA,14600.0,7.53,61.0
GJ 2012,00 41 25.49,-22 21 08.40,DQ-IRfaint,5262.0,7.989,9.10
GJ 2076,09 55 22.45,-71 18 10.04,DA,14275.0,7.798,30.55
GJ 2080,10 29 07.88,11 27 14.37,DAH,6796.0,8.242,33.76
GJ 2092,12 26 41.93,-66 12 21.39,DA,7582.0,7.897,15.39
GJ 2131 B,17 45 54.62,-13 17 53.84,DA,11902.0,7.946,38.80
GJ 2135,18 24 04.32,-13 08 52.52,DAZ,6079.0,8.022,19.06
GJ 2139,18 42 57.49,-11 08 57.20,DA,9746.0,7.996,24.15
GJ 2145,19 14 35.88,14 28 19.56,DA,6842.0,8.162,39.12
GJ 2147,20 10 56.43,-30 13 10.62,DA,15124.0,7.94,16.21
GJ 2152,21 13 29.27,07 27 06.07,DA,6307.0,7.911,29.38
GJ 261,07 01 54.77,-06 28 00.43,DA,6445.0,7.989,20.70
GJ 283 A,07 40 22.06,-17 24 57.84,DZA,7650.0,8.136,9.15
GJ 3001,00 02 40.29,-34 13 51.79,DC,6332.0,8.143,14.81
GJ 3016,00 14 12.19,-13 11 12.53,DAH,5871.0,8.212,18.56
GJ 3031,00 22 14.92,42 36 37.82,DC,5625.0,7.579,34.49
GJ 3064,00 55 50.25,-11 27 24.50,DA,6952.0,7.95,22.44
GJ 3112,01 43 00.07,-67 18 46.65,DAZ,6350.0,7.981,9.72
GJ 3162,02 32 37.95,-14 12 02.68,DA,5393.0,7.986,16.67
GJ 3182,02 48 35.65,54 23 16.30,DAZ,4942.0,8.018,10.87
GJ 3223,03 25 11.30,-01 49 28.95,DAZH,5165.0,8.048,16.93
GJ 3259,04 00 26.29,08 14 00.62,DA,5461.0,7.934,18.60
GJ 3285,04 25 53.63,12 11 44.59,DC,6153.0,8.213,16.03
GJ 3288,04 26 21.37,04 32 21.50,DA,4865.0,8.169,21.25
GJ 3306,04 37 47.66,-08 49 35.46,DQ,6601.0,8.05,9.40
GJ 3329,05 05 52.65,-17 22 32.86,DAH,5345.0,7.864,19.35
GJ 3339,05 14 03.27,08 00 10.24,DA,6534.0,8.295,21.46
GJ 3392,06 20 48.33,06 45 16.91,DA,5796.0,8.123,24.02
GJ 3410,06 47 21.71,02 31 09.31,DA,7109.0,8.594,18.09
GJ 3420,07 00 52.11,31 57 34.30,DA,4873.0,7.907,19.62
GJ 3529,09 05 31.68,73 14 47.38,DC,5065.0,7.93,25.67
GJ 3565,09 43 46.56,-07 03 55.64,DA,5990.0,7.954,28.76
GJ 3614,10 38 55.24,-20 40 48.01,DQpecP,5754.0,8.557,14.12
GJ 3710,12 11 30.09,57 24 11.34,DAZ,5829.0,7.982,19.97
GJ 3768,13 08 43.84,85 02 24.15,DAH,5254.0,8.077,16.47
GJ 3866,14 47 24.11,-17 42 21.24,DC,4980.0,8.448,13.30
GJ 4012,17 37 00.55,-54 26 03.88,DA,6567.0,8.274,20.24
GJ 4054,18 21 20.16,61 00 56.21,DA,4823.0,7.765,13.71
GJ 4133,20 05 36.03,-10 56 55.74,DC,4577.0,8.142,17.30
GJ 4165,20 49 06.92,37 28 16.42,DAP,14710.0,8.297,17.59
GJ 4166,20 50 20.16,26 30 35.95,DA,4909.0,7.27,19.14
GJ 4191,21 19 37.35,-55 50 17.52,DAZ,9529.0,7.967,25.06
GJ 4236,21 54 06.46,-01 17 13.71,DA,8052.0,7.631,25.52
GJ 432 B,11 34 29.59,-32 49 49.14,DC,5300.0,8.048,9.56
GJ 4365,23 49 54.96,29 33 56.00,DA,5903.0,7.915,20.95
GJ 440,11 45 49.60,-64 50 34.99,DQ,8062.0,8.058,4.64
GJ 699.1,17 49 37.96,82 47 19.10,DA,7188.0,7.868,16.35
GJ 742,19 00 10.53,70 39 59.50,DAP,11615.0,8.6,12.88
GJ 772,19 56 28.76,-01 02 43.97,DAH,7714.0,8.153,11.57
GJ 799.1,20 42 35.16,-20 04 37.47,DA,19507.0,7.9,21.77
GJ 820.1,21 13 18.84,-81 49 18.96,DAZH,9914.0,8.242,16.18
GJ 836.5,21 42 40.75,20 59 47.73,DQ,7516.0,7.86,11.04
GJ 837.1,21 47 37.56,-07 44 14.23,DB,16340.0,8.18,52.56
GJ 838.4,21 52 25.40,02 23 14.77,DA,17755.0,8.062,22.56
GJ 841 B,21 57 38.28,-51 00 37.88,DQP,6549.0,7.969,14.86
GJ 893.1,23 14 24.82,-06 32 50.60,DQ,7630.0,8.033,25.92
Gaia DR2 1000142959474643584,06 52 46.09,55 58 53.39,DC,9935.0,8.163,77.21
Gaia DR2 1000251531952405120,06 52 47.38,56 28 51.71,DA:,5777.0,8.047,98.90
Gaia DR2 1000299395067039488,06 50 16.90,56 29 55.24,DA,5423.0,8.035,70.55
Gaia DR2 1000471502997099520,06 59 48.65,56 51 03.70,DA,6016.0,8.049,71.16
Gaia DR2 1000654988295741056,06 56 14.34,57 00 00.68,DA,6064.0,8.211,66.83
Gaia DR2 1000750680166939008,06 52 21.59,57 31 08.51,DA:,5358.0,8.116,76.92
Gaia DR2 1001351318458520960,06 40 32.67,57 38 45.36,DA,6143.0,8.131,60.27
Gaia DR2 1002469010681431936,06 52 58.73,59 26 12.62,DA,5689.0,7.324,96.58
Gaia DR2 1002501171397938432,06 58 05.38,59 24 41.44,DA,7599.0,8.347,56.00
Gaia DR2 1004109340296754944,06 39 58.52,61 47 23.09,DA,9721.0,7.974,77.34
Gaia DR2 1004612744823365248,06 22 24.30,58 43 15.50,DA:,4849.0,7.405,99.44
Gaia DR2 100464477669197952,02 13 15.58,22 24 31.56,CND,,,97.18
Gaia DR2 1005056535204966144,06 34 11.44,60 27 59.24,DA:,5196.0,8.256,49.10
Gaia DR2 1005424424923592320,06 19 44.95,61 42 50.93,DA,7316.0,8.478,97.94
Gaia DR2 1005751495272679296,06 07 15.47,60 17 17.23,DA,5672.0,8.173,97.99
Gaia DR2 1005909000316328192,06 05 27.32,61 12 30.27,DC,6659.0,8.264,92.18
Gaia DR2 1006035654605457408,06 18 11.23,61 01 57.15,DA:,7412.0,8.911,95.65
Gaia DR2 1006208312290357120,06 12 16.79,61 44 21.11,,,,93.79
Gaia DR2 1006362377061156352,06 01 25.14,61 49 48.14,DA,8402.0,8.499,89.07
Gaia DR2 1006934917677675392,06 20 21.88,62 07 21.98,DA,8222.0,8.451,96.37
Gaia DR2 100695959226861568,02 10 44.13,22 53 03.24,DA:,4335.0,7.744,67.47
Gaia DR2 1007124029381057536,06 35 52.69,62 13 08.94,DA,5349.0,8.181,84.02
Gaia DR2 1007300574013875584,06 38 27.73,63 20 04.27,DA,6770.0,7.98,86.97
Gaia DR2 1007682723024253184,06 18 48.49,62 04 24.05,DC,4768.0,7.994,39.08
Gaia DR2 1007776417733158400,06 09 48.21,62 47 22.89,DA,4861.0,7.703,77.36
Gaia DR2 1008714030571152128,06 09 11.63,65 38 06.58,DA,15284.0,7.844,98.39
Gaia DR2 1010300965150157824,08 50 01.00,45 05 56.83,DA:,4713.0,8.035,57.83
Gaia DR2 1012271221268203136,09 05 11.78,47 27 05.96,DA:,3750.0,7.672,41.77
Gaia DR2 101232997642624512,02 16 36.08,23 54 03.32,CND,,,75.25
Gaia DR2 1014142383899931392,08 55 27.35,48 31 09.73,DC,5288.0,8.074,78.36
Gaia DR2 1015768939554753920,09 04 36.39,49 52 54.49,DQ,5303.0,7.941,82.43
Gaia DR2 1015799828959492352,09 01 48.94,49 46 50.10,DC,4967.0,7.917,89.53
Gaia DR2 101673523847748736,02 24 11.63,23 25 16.46,DA,4984.0,7.869,61.87
Gaia DR2 1017803276584446336,08 59 22.22,54 03 45.54,DA:,4948.0,7.77,80.47
